TIMESTAMP,year,doy,VWC0,VWC20,Watertable,rWatertable
2017-04-19,2017.00,109.00,0.64,0.92,45.53,0.05
2017-04-20,2017.00,110.00,0.63,0.94,54.25,0.06
2017-04-21,2017.00,111.00,0.56,0.94,50.80,0.06
2017-04-22,2017.00,112.00,0.48,0.91,42.56,0.05
2017-04-23,2017.00,113.00,0.57,0.89,39.64,0.05
2017-04-24,2017.00,114.00,0.62,0.79,35.82,0.04
2017-04-25,2017.00,115.00,0.60,0.71,32.73,0.04
2017-04-26,2017.00,116.00,0.70,0.70,31.05,0.04
2017-04-27,2017.00,117.00,0.75,0.69,28.52,0.03
2017-04-28,2017.00,118.00,0.68,0.67,27.45,0.03
2017-04-29,2017.00,119.00,0.58,0.65,27.51,0.03
2017-04-30,2017.00,120.00,0.55,0.60,22.92,0.03
2017-05-01,2017.00,121.00,0.58,0.64,27.94,0.03
2017-05-02,2017.00,122.00,0.52,0.72,35.90,0.04
2017-05-03,2017.00,123.00,0.48,0.63,28.61,0.03
2017-05-04,2017.00,124.00,0.42,0.59,24.10,0.03
2017-05-05,2017.00,125.00,0.40,0.54,19.34,0.03
2017-05-06,2017.00,126.00,0.37,0.48,19.66,0.04
2017-05-07,2017.00,127.00,0.36,0.45,23.34,0.03
2017-05-08,2017.00,128.00,0.36,0.43,20.91,0.02
2017-05-09,2017.00,129.00,0.33,0.41,43.32,0.05
2017-05-10,2017.00,130.00,0.34,0.40,,
2017-05-11,2017.00,131.00,0.35,0.39,59.20,0.07
2017-05-12,2017.00,132.00,0.35,0.53,64.49,0.07
2017-05-13,2017.00,133.00,0.34,0.84,,
2017-05-14,2017.00,134.00,0.34,0.80,,
2017-05-15,2017.00,135.00,0.32,0.77,,
2017-05-16,2017.00,136.00,0.33,0.81,,
2017-05-17,2017.00,137.00,0.34,0.86,,
2017-05-18,2017.00,138.00,0.33,0.84,,
2017-05-19,2017.00,139.00,0.35,0.77,,
2017-05-20,2017.00,140.00,0.39,0.77,,
2017-05-21,2017.00,141.00,0.42,0.88,,
2017-05-22,2017.00,142.00,0.40,0.88,,
2017-05-23,2017.00,143.00,0.38,0.87,,
2017-05-24,2017.00,144.00,0.36,0.84,,
2017-05-25,2017.00,145.00,0.35,0.77,,
2017-05-26,2017.00,146.00,0.30,0.78,-73.40,-0.07
2017-05-27,2017.00,147.00,0.27,0.75,-67.82,-0.06
2017-05-28,2017.00,148.00,0.29,0.79,-57.26,-0.05
2017-05-29,2017.00,149.00,0.30,0.86,-45.23,-0.04
2017-05-30,2017.00,150.00,0.31,0.82,-47.07,-0.04
2017-05-31,2017.00,151.00,0.28,0.76,-50.81,-0.05
2017-06-01,2017.00,152.00,0.27,0.70,-56.79,-0.05
2017-06-02,2017.00,153.00,0.25,0.65,-60.97,-0.06
2017-06-03,2017.00,154.00,0.23,0.63,-57.90,-0.05
2017-06-04,2017.00,155.00,0.22,0.58,-63.99,-0.06
2017-06-05,2017.00,156.00,0.21,0.55,-67.99,-0.06
2017-06-06,2017.00,157.00,0.21,0.52,-73.51,-0.07
2017-06-07,2017.00,158.00,0.23,0.51,-74.76,-0.07
2017-06-08,2017.00,159.00,0.22,0.59,-50.95,-0.05
2017-06-09,2017.00,160.00,0.20,0.54,-60.61,-0.05
2017-06-10,2017.00,161.00,0.19,0.52,-64.50,-0.06
2017-06-11,2017.00,162.00,0.19,0.52,-60.00,-0.05
2017-06-12,2017.00,163.00,0.39,0.53,-62.69,-0.06
2017-06-13,2017.00,164.00,0.72,0.80,-46.71,-0.04
2017-06-14,2017.00,165.00,0.72,0.97,4.71,0.01
2017-06-15,2017.00,166.00,0.72,0.96,-4.72,0.00
2017-06-16,2017.00,167.00,0.72,0.94,-12.47,-0.01
2017-06-17,2017.00,168.00,0.72,0.93,-14.61,-0.01
2017-06-18,2017.00,169.00,0.72,0.93,-14.49,-0.01
2017-06-19,2017.00,170.00,0.75,0.92,-14.15,-0.01
2017-06-20,2017.00,171.00,0.79,0.88,-17.35,-0.01
2017-06-21,2017.00,172.00,0.78,0.85,-19.82,-0.01
2017-06-22,2017.00,173.00,0.80,0.93,-8.04,-0.00
2017-06-23,2017.00,174.00,0.79,0.87,-15.05,-0.01
2017-06-24,2017.00,175.00,0.78,0.85,-17.75,-0.01
2017-06-25,2017.00,176.00,0.80,0.91,-7.99,-0.00
2017-06-26,2017.00,177.00,0.79,0.91,-8.38,-0.00
2017-06-27,2017.00,178.00,0.78,0.84,-15.91,-0.01
2017-06-28,2017.00,179.00,0.79,0.83,-15.63,-0.01
2017-06-29,2017.00,180.00,0.79,0.89,-8.09,-0.00
2017-06-30,2017.00,181.00,0.79,0.83,-13.21,-0.01
2017-07-01,2017.00,182.00,0.78,0.79,-16.87,-0.01
2017-07-02,2017.00,183.00,0.78,0.77,-19.81,-0.01
2017-07-03,2017.00,184.00,0.77,0.74,-24.78,-0.02
2017-07-04,2017.00,185.00,0.76,0.71,-29.62,-0.02
2017-07-05,2017.00,186.00,0.76,0.68,-34.72,-0.03
2017-07-06,2017.00,187.00,0.77,0.72,-23.30,-0.02
2017-07-07,2017.00,188.00,0.76,0.70,-27.14,-0.02
2017-07-08,2017.00,189.00,0.75,0.67,-34.00,-0.03
2017-07-09,2017.00,190.00,0.74,0.66,-38.70,-0.03
2017-07-10,2017.00,191.00,0.74,0.65,-44.10,-0.04
2017-07-11,2017.00,192.00,0.73,0.64,-47.90,-0.04
2017-07-12,2017.00,193.00,0.73,0.63,-44.17,-0.04
2017-07-13,2017.00,194.00,0.74,0.64,-37.85,-0.03
2017-07-14,2017.00,195.00,0.74,0.64,-43.56,-0.04
2017-07-15,2017.00,196.00,0.73,0.63,-50.06,-0.04
2017-07-16,2017.00,197.00,0.72,0.62,-55.31,-0.05
2017-07-17,2017.00,198.00,0.71,0.61,-55.38,-0.05
2017-07-18,2017.00,199.00,0.72,0.62,-47.17,-0.04
2017-07-19,2017.00,200.00,0.71,0.61,-54.00,-0.05
2017-07-20,2017.00,201.00,0.70,0.61,-60.31,-0.05
2017-07-21,2017.00,202.00,0.72,0.64,-47.55,-0.04
2017-07-22,2017.00,203.00,0.77,0.71,-9.53,-0.00
2017-07-23,2017.00,204.00,0.76,0.68,-17.81,-0.01
2017-07-24,2017.00,205.00,0.75,0.65,-24.87,-0.02
2017-07-25,2017.00,206.00,0.75,0.64,-29.30,-0.02
2017-07-26,2017.00,207.00,0.74,0.63,-33.18,-0.03
2017-07-27,2017.00,208.00,0.73,0.62,-40.76,-0.04
2017-07-28,2017.00,209.00,0.72,0.61,-48.06,-0.04
2017-07-29,2017.00,210.00,0.71,0.61,-55.06,-0.05
2017-07-30,2017.00,211.00,0.70,0.60,-61.99,-0.06
2017-07-31,2017.00,212.00,0.69,0.59,-69.28,-0.06
2017-08-01,2017.00,213.00,0.70,0.58,-75.99,-0.07
2017-08-02,2017.00,214.00,0.71,0.57,-82.59,-0.08
2017-08-03,2017.00,215.00,0.72,0.56,-80.60,-0.08
2017-08-04,2017.00,216.00,0.72,0.57,-72.45,-0.07
2017-08-05,2017.00,217.00,0.72,0.57,-68.27,-0.06
2017-08-06,2017.00,218.00,0.72,0.57,-74.35,-0.07
2017-08-07,2017.00,219.00,0.71,0.56,-84.11,-0.08
2017-08-08,2017.00,220.00,0.70,0.56,-90.82,-0.09
2017-08-09,2017.00,221.00,0.69,0.55,-92.69,-0.09
2017-08-10,2017.00,222.00,0.69,0.55,-92.26,-0.09
2017-08-11,2017.00,223.00,0.67,0.54,-99.59,-0.09
2017-08-12,2017.00,224.00,0.66,0.52,-106.55,-0.10
2017-08-13,2017.00,225.00,0.65,0.51,-110.36,-0.10
2017-08-14,2017.00,226.00,0.65,0.51,-109.50,-0.10
2017-08-15,2017.00,227.00,0.64,0.50,-116.03,-0.11
2017-08-16,2017.00,228.00,0.64,0.49,-117.73,-0.11
2017-08-17,2017.00,229.00,0.72,0.55,-48.20,-0.04
2017-08-18,2017.00,230.00,0.72,0.56,-42.88,-0.04
2017-08-19,2017.00,231.00,0.72,0.56,-53.35,-0.05
2017-08-20,2017.00,232.00,0.73,0.55,-61.91,-0.06
2017-08-21,2017.00,233.00,0.74,0.55,-67.44,-0.06
2017-08-22,2017.00,234.00,0.73,0.55,-70.18,-0.06
2017-08-23,2017.00,235.00,0.72,0.54,-74.03,-0.07
2017-08-24,2017.00,236.00,0.71,0.55,-70.87,-0.07
2017-08-25,2017.00,237.00,0.70,0.54,-79.29,-0.07
2017-08-26,2017.00,238.00,0.71,0.54,-63.42,-0.06
2017-08-27,2017.00,239.00,0.74,0.56,-34.48,-0.03
2017-08-28,2017.00,240.00,0.74,0.56,-38.87,-0.03
2017-08-29,2017.00,241.00,0.73,0.56,-47.69,-0.04
2017-08-30,2017.00,242.00,0.72,0.56,-56.18,-0.05
2017-08-31,2017.00,243.00,0.72,0.55,-64.31,-0.06
2017-09-01,2017.00,244.00,0.72,0.55,-66.98,-0.06
2017-09-02,2017.00,245.00,0.74,0.56,-43.32,-0.04
2017-09-03,2017.00,246.00,0.74,0.56,-51.86,-0.05
2017-09-04,2017.00,247.00,0.73,0.55,-55.56,-0.05
2017-09-05,2017.00,248.00,0.73,0.55,-54.63,-0.05
2017-09-06,2017.00,249.00,0.72,0.55,-60.92,-0.06
2017-09-07,2017.00,250.00,0.72,0.55,-65.36,-0.06
2017-09-08,2017.00,251.00,0.71,0.55,-70.23,-0.06
2017-09-09,2017.00,252.00,0.69,0.54,-75.39,-0.07
2017-09-10,2017.00,253.00,0.68,0.54,-79.66,-0.07
2017-09-11,2017.00,254.00,0.67,0.53,-85.22,-0.08
2017-09-12,2017.00,255.00,0.66,0.51,-91.28,-0.09
2017-09-13,2017.00,256.00,0.67,0.50,-95.08,-0.09
2017-09-14,2017.00,257.00,0.65,0.50,-90.37,-0.09
2017-09-15,2017.00,258.00,0.71,0.55,-36.67,-0.03
2017-09-16,2017.00,259.00,0.75,0.58,1.97,0.01
2017-09-17,2017.00,260.00,0.75,0.58,-2.96,0.00
2017-09-18,2017.00,261.00,0.74,0.58,-10.11,-0.00
2017-09-19,2017.00,262.00,0.74,0.57,-14.49,-0.01
2017-09-20,2017.00,263.00,0.76,0.59,8.10,0.01
2017-09-21,2017.00,264.00,0.76,0.59,4.30,0.01
2017-09-22,2017.00,265.00,0.76,0.59,4.53,0.01
2017-09-23,2017.00,266.00,0.76,0.59,4.90,0.01
2017-09-24,2017.00,267.00,0.81,0.81,36.21,0.04
2017-09-25,2017.00,268.00,0.81,0.81,38.19,0.04
2017-09-26,2017.00,269.00,0.82,0.89,46.35,0.05
2017-09-27,2017.00,270.00,0.82,0.91,48.09,0.05
2017-09-28,2017.00,271.00,0.82,0.86,41.73,0.05
2017-09-29,2017.00,272.00,0.81,0.82,36.77,0.04
2017-09-30,2017.00,273.00,0.80,0.78,32.59,0.04
2017-10-01,2017.00,274.00,0.81,0.78,36.17,0.04
2017-10-02,2017.00,275.00,0.82,0.87,45.41,0.05
2017-10-03,2017.00,276.00,0.83,0.93,54.82,0.06
2017-10-04,2017.00,277.00,0.82,0.93,52.42,0.06
2017-10-05,2017.00,278.00,0.82,0.88,45.49,0.05
2017-10-06,2017.00,279.00,0.82,0.83,40.47,0.05
2017-10-07,2017.00,280.00,0.81,0.79,38.23,0.04
2017-10-08,2017.00,281.00,0.78,0.77,34.45,0.04
2017-10-09,2017.00,282.00,0.78,0.75,30.21,0.04
2017-10-10,2017.00,283.00,0.78,0.73,26.55,0.03
2017-10-11,2017.00,284.00,0.77,0.71,24.21,0.03
2017-10-12,2017.00,285.00,0.76,0.70,22.90,0.03
2017-10-13,2017.00,286.00,0.77,0.68,19.83,0.03
2017-10-14,2017.00,287.00,0.76,0.67,18.25,0.02
2017-10-15,2017.00,288.00,0.77,0.69,25.03,0.03
2017-10-16,2017.00,289.00,0.77,0.68,21.75,0.03
2017-10-17,2017.00,290.00,0.77,0.67,19.31,0.02
2017-10-18,2017.00,291.00,0.76,0.66,16.69,0.02
2017-10-19,2017.00,292.00,0.76,0.65,13.14,0.02
2017-10-20,2017.00,293.00,0.75,0.65,11.65,0.02
2017-10-21,2017.00,294.00,0.76,0.66,16.59,0.02
2017-10-22,2017.00,295.00,0.78,0.73,38.46,0.04
2017-10-23,2017.00,296.00,0.78,0.72,33.91,0.04
2017-10-24,2017.00,297.00,0.78,0.70,29.42,0.03
2017-10-25,2017.00,298.00,0.77,0.68,25.73,0.03
2017-10-26,2017.00,299.00,0.77,0.68,25.81,0.03
2017-10-27,2017.00,300.00,0.78,0.71,35.17,0.04
2017-10-28,2017.00,301.00,0.78,0.71,34.22,0.04
2017-10-29,2017.00,302.00,0.78,0.71,34.19,0.04
2017-10-30,2017.00,303.00,0.79,0.72,38.11,0.04
2017-10-31,2017.00,304.00,0.79,0.71,35.17,0.04
2017-11-01,2017.00,305.00,0.78,0.71,33.46,0.04
2017-11-02,2017.00,306.00,0.78,0.71,33.42,0.04
2017-11-03,2017.00,307.00,0.78,0.71,30.55,0.04
2017-11-04,2017.00,308.00,0.78,0.71,32.44,0.04
2017-11-05,2017.00,309.00,0.79,0.72,37.52,0.04
2017-11-06,2017.00,310.00,0.79,0.70,35.55,0.04
2017-11-07,2017.00,311.00,0.78,0.60,31.99,0.04
2017-11-08,2017.00,312.00,0.78,0.58,29.94,0.04
2017-11-09,2017.00,313.00,0.77,0.58,26.15,0.03
2017-11-10,2017.00,314.00,0.77,0.54,21.34,0.03
2017-11-11,2017.00,315.00,0.77,0.54,22.24,0.03
2017-11-12,2017.00,316.00,0.78,0.55,21.53,0.03
2017-11-13,2017.00,317.00,0.77,0.56,20.64,0.03
2017-11-14,2017.00,318.00,0.77,0.61,22.84,0.03
2017-11-15,2017.00,319.00,0.78,0.68,29.45,0.04
2017-11-16,2017.00,320.00,0.78,0.67,28.04,0.03
2017-11-17,2017.00,321.00,0.78,0.67,27.80,0.03
2017-11-18,2017.00,322.00,0.77,0.63,25.26,0.03
2017-11-19,2017.00,323.00,0.77,0.55,21.00,0.03
2017-11-20,2017.00,324.00,0.78,0.55,20.50,0.03
2017-11-21,2017.00,325.00,0.77,0.55,17.83,0.02
2017-11-22,2017.00,326.00,0.77,0.53,12.47,0.02
2017-11-23,2017.00,327.00,0.77,0.54,13.38,0.02
2017-11-24,2017.00,328.00,0.77,0.54,15.64,0.02
2017-11-25,2017.00,329.00,0.77,0.55,14.63,0.02
2017-11-26,2017.00,330.00,0.77,0.54,12.82,0.02
2017-11-27,2017.00,331.00,0.77,0.55,13.45,0.02
2017-11-28,2017.00,332.00,0.77,0.57,13.34,0.02
2017-11-29,2017.00,333.00,0.77,0.54,10.97,0.02
2017-11-30,2017.00,334.00,0.77,0.55,10.92,0.02
2017-12-01,2017.00,335.00,0.77,0.55,9.82,0.02
2017-12-02,2017.00,336.00,0.76,0.55,8.40,0.01
2017-12-03,2017.00,337.00,0.76,0.54,6.96,0.01
2017-12-04,2017.00,338.00,0.76,0.57,13.94,0.02
2017-12-05,2017.00,339.00,0.77,0.56,23.76,0.03
2017-12-06,2017.00,340.00,0.77,0.54,18.47,0.02
2017-12-07,2017.00,341.00,0.77,0.54,15.53,0.02
2017-12-08,2017.00,342.00,0.77,0.53,15.73,0.02
2017-12-09,2017.00,343.00,0.76,0.53,14.99,0.02
2017-12-10,2017.00,344.00,0.76,0.51,14.81,0.02
2017-12-11,2017.00,345.00,0.76,0.48,14.16,0.02
2017-12-12,2017.00,346.00,0.76,0.43,11.93,0.02
2017-12-13,2017.00,347.00,0.76,0.42,12.65,0.02
2017-12-14,2017.00,348.00,0.75,0.41,12.76,0.02
2017-12-15,2017.00,349.00,0.75,0.41,12.35,0.02
2017-12-16,2017.00,350.00,0.75,0.41,12.08,0.02
2017-12-17,2017.00,351.00,0.75,0.41,13.23,0.02
2017-12-18,2017.00,352.00,0.75,0.41,14.40,0.02
2017-12-19,2017.00,353.00,0.75,0.41,15.55,0.02
2017-12-20,2017.00,354.00,0.75,0.40,12.19,0.02
2017-12-21,2017.00,355.00,0.74,0.40,10.78,0.02
2017-12-22,2017.00,356.00,0.74,0.39,8.35,0.01
2017-12-23,2017.00,357.00,0.74,0.39,8.78,0.01
2017-12-24,2017.00,358.00,0.73,0.39,7.81,0.01
2017-12-25,2017.00,359.00,0.73,0.39,3.88,-0.02
2017-12-26,2017.00,360.00,0.72,0.39,-0.27,-0.01
2017-12-27,2017.00,361.00,0.71,0.38,-5.04,-0.01
2017-12-28,2017.00,362.00,0.70,0.39,-6.65,-0.01
2017-12-29,2017.00,363.00,0.69,0.38,-8.95,-0.00
2017-12-30,2017.00,364.00,0.66,0.38,-12.14,-0.01
2017-12-31,2017.00,365.00,0.64,0.38,-16.12,-0.01
2018-01-01,2018.00,1.00,0.60,0.38,-18.32,-0.01
2018-01-02,2018.00,2.00,0.58,0.38,-18.75,-0.01
2018-01-03,2018.00,3.00,0.57,0.38,-19.64,-0.01
2018-01-04,2018.00,4.00,0.56,0.38,-24.28,-0.02
2018-01-05,2018.00,5.00,0.58,0.38,-27.04,-0.02
2018-01-06,2018.00,6.00,0.58,0.38,-29.19,-0.02
2018-01-07,2018.00,7.00,0.57,0.38,-27.73,-0.02
2018-01-08,2018.00,8.00,0.57,0.38,-26.77,-0.02
2018-01-09,2018.00,9.00,0.56,0.38,-27.20,-0.02
2018-01-10,2018.00,10.00,0.56,0.39,-25.69,-0.02
2018-01-11,2018.00,11.00,0.56,0.39,-25.25,-0.02
2018-01-12,2018.00,12.00,0.55,0.38,-28.41,-0.02
2018-01-13,2018.00,13.00,0.54,0.38,-32.25,-0.03
2018-01-14,2018.00,14.00,0.53,0.38,-34.30,-0.03
2018-01-15,2018.00,15.00,0.52,0.38,-33.50,-0.03
2018-01-16,2018.00,16.00,0.52,0.38,-32.81,-0.03
2018-01-17,2018.00,17.00,0.52,0.38,-32.06,-0.03
2018-01-18,2018.00,18.00,0.51,0.39,-31.27,-0.03
2018-01-19,2018.00,19.00,0.52,0.39,-30.11,-0.02
2018-01-20,2018.00,20.00,0.52,0.39,-29.14,-0.02
2018-01-21,2018.00,21.00,0.52,0.39,-28.43,-0.02
2018-01-22,2018.00,22.00,0.52,0.39,-27.84,-0.02
2018-01-23,2018.00,23.00,0.51,0.38,-28.08,-0.02
2018-01-24,2018.00,24.00,0.51,0.38,-27.97,-0.02
2018-01-25,2018.00,25.00,0.52,0.38,-27.53,-0.02
2018-01-26,2018.00,26.00,0.52,0.38,-27.28,-0.02
2018-01-27,2018.00,27.00,0.52,0.39,-26.89,-0.02
2018-01-28,2018.00,28.00,0.51,0.38,-27.47,-0.02
2018-01-29,2018.00,29.00,0.51,0.38,-30.13,-0.02
2018-01-30,2018.00,30.00,0.50,0.38,-33.60,-0.03
2018-01-31,2018.00,31.00,0.50,0.38,-33.45,-0.03
2018-02-01,2018.00,32.00,0.49,0.38,-34.34,-0.03
2018-02-02,2018.00,33.00,0.47,0.38,-36.05,-0.03
2018-02-03,2018.00,34.00,0.47,0.38,-36.50,-0.03
2018-02-04,2018.00,35.00,0.46,0.37,-38.97,-0.03
2018-02-05,2018.00,36.00,0.44,0.37,-40.35,-0.03
2018-02-06,2018.00,37.00,0.43,0.37,-42.50,-0.04
2018-02-07,2018.00,38.00,0.42,0.37,-42.84,-0.04
2018-02-08,2018.00,39.00,0.41,0.37,-44.62,-0.04
2018-02-09,2018.00,40.00,0.41,0.36,-46.05,-0.04
2018-02-10,2018.00,41.00,0.42,0.36,-47.67,-0.04
2018-02-11,2018.00,42.00,0.40,0.36,-48.55,-0.04
2018-02-12,2018.00,43.00,0.40,0.34,-50.06,-0.04
2018-02-13,2018.00,44.00,0.40,0.33,-50.60,-0.05
2018-02-14,2018.00,45.00,0.40,0.33,-49.83,-0.04
2018-02-15,2018.00,46.00,0.40,0.33,-49.17,-0.04
2018-02-16,2018.00,47.00,0.40,0.32,-50.84,-0.05
2018-02-17,2018.00,48.00,0.40,0.32,-51.21,-0.05
2018-02-18,2018.00,49.00,0.40,0.31,-51.39,-0.05
2018-02-19,2018.00,50.00,0.40,0.31,-51.31,-0.05
2018-02-20,2018.00,51.00,0.40,0.31,-51.24,-0.05
2018-02-21,2018.00,52.00,0.40,0.31,-51.82,-0.05
2018-02-22,2018.00,53.00,0.40,0.31,-52.85,-0.05
2018-02-23,2018.00,54.00,0.40,0.31,-52.55,-0.05
2018-02-24,2018.00,55.00,0.40,0.31,-52.76,-0.05
2018-02-25,2018.00,56.00,0.41,0.32,-52.57,-0.05
2018-02-26,2018.00,57.00,0.40,0.32,-51.98,-0.05
2018-02-27,2018.00,58.00,0.40,0.32,-51.46,-0.05
2018-02-28,2018.00,59.00,0.41,0.33,-51.12,-0.05
2018-03-01,2018.00,60.00,0.41,0.33,-50.62,-0.05
2018-03-02,2018.00,61.00,0.41,0.33,-50.23,-0.04
2018-03-03,2018.00,62.00,0.41,0.34,-49.42,-0.04
2018-03-04,2018.00,63.00,0.41,0.35,-48.66,-0.04
2018-03-05,2018.00,64.00,0.41,0.35,-48.48,-0.04
2018-03-06,2018.00,65.00,0.42,0.35,-48.33,-0.04
2018-03-07,2018.00,66.00,0.42,0.34,-48.84,-0.04
2018-03-08,2018.00,67.00,0.42,0.34,-48.74,-0.04
2018-03-09,2018.00,68.00,0.42,0.34,-49.72,-0.04
2018-03-10,2018.00,69.00,0.42,0.34,-50.53,-0.04
2018-03-11,2018.00,70.00,0.41,0.34,-49.95,-0.04
2018-03-12,2018.00,71.00,0.41,0.34,-49.98,-0.04
2018-03-13,2018.00,72.00,0.41,0.34,-49.97,-0.04
2018-03-14,2018.00,73.00,0.41,0.34,-49.58,-0.04
2018-03-15,2018.00,74.00,0.41,0.35,-49.20,-0.04
2018-03-16,2018.00,75.00,0.42,0.35,-49.61,-0.04
2018-03-17,2018.00,76.00,0.42,0.35,-49.26,-0.04
2018-03-18,2018.00,77.00,0.44,0.36,-48.77,-0.04
2018-03-19,2018.00,78.00,0.44,0.36,-47.83,-0.04
2018-03-20,2018.00,79.00,0.44,0.37,-47.74,-0.04
2018-03-21,2018.00,80.00,0.44,0.37,-47.31,-0.04
2018-03-22,2018.00,81.00,0.45,0.37,-46.61,-0.04
2018-03-23,2018.00,82.00,0.45,0.41,-46.56,-0.04
2018-03-24,2018.00,83.00,0.45,0.45,-46.19,-0.04
2018-03-25,2018.00,84.00,0.46,0.46,-45.71,-0.04
2018-03-26,2018.00,85.00,0.46,0.46,-45.21,-0.04
2018-03-27,2018.00,86.00,0.47,0.48,-44.95,-0.04
2018-03-28,2018.00,87.00,0.51,0.53,-44.61,-0.04
2018-03-29,2018.00,88.00,0.53,0.53,-44.73,-0.04
2018-03-30,2018.00,89.00,0.53,0.53,-44.69,-0.04
2018-03-31,2018.00,90.00,0.52,0.52,-44.44,-0.04
2018-04-01,2018.00,91.00,0.52,0.49,-44.61,-0.04
2018-04-02,2018.00,92.00,0.50,0.42,-44.83,-0.04
2018-04-03,2018.00,93.00,0.50,0.40,-45.00,-0.04
2018-04-04,2018.00,94.00,0.48,0.39,-46.37,-0.04
2018-04-05,2018.00,95.00,0.47,0.38,-46.95,-0.04
2018-04-06,2018.00,96.00,0.47,0.38,-47.84,-0.04
2018-04-07,2018.00,97.00,0.46,0.36,-49.20,-0.04
2018-04-08,2018.00,98.00,0.46,0.36,-50.32,-0.04
2018-04-09,2018.00,99.00,0.46,0.37,-50.80,-0.05
2018-04-10,2018.00,100.00,0.45,0.37,-50.96,-0.05
2018-04-11,2018.00,101.00,0.46,0.40,-50.11,-0.04
2018-04-12,2018.00,102.00,0.49,0.45,-49.00,-0.04
2018-04-13,2018.00,103.00,0.52,0.47,-47.79,-0.04
2018-04-14,2018.00,104.00,0.53,0.47,-46.71,-0.04
2018-04-15,2018.00,105.00,0.52,0.46,-45.90,-0.04
2018-04-16,2018.00,106.00,0.53,0.47,-44.99,-0.04
2018-04-17,2018.00,107.00,0.54,0.49,-44.43,-0.04
2018-04-18,2018.00,108.00,0.56,0.51,-43.07,-0.04
2018-04-19,2018.00,109.00,0.52,0.55,-41.98,-0.04
2018-04-20,2018.00,110.00,0.53,0.62,-41.07,-0.04
2018-04-21,2018.00,111.00,0.54,0.64,-40.45,-0.03
2018-04-22,2018.00,112.00,0.54,0.64,-39.63,-0.03
2018-04-23,2018.00,113.00,0.54,0.64,-37.60,-0.03
2018-04-24,2018.00,114.00,0.54,0.64,-35.52,-0.03
2018-04-25,2018.00,115.00,0.54,0.64,-34.37,-0.03
2018-04-26,2018.00,116.00,0.55,0.64,-33.23,-0.03
2018-04-27,2018.00,117.00,0.55,0.64,-32.50,-0.03
2018-04-28,2018.00,118.00,0.55,0.65,-32.00,-0.03
2018-04-29,2018.00,119.00,0.55,0.65,-29.99,-0.02
2018-04-30,2018.00,120.00,0.56,0.66,-25.15,-0.02
2018-05-01,2018.00,121.00,0.55,0.67,-16.91,-0.01
2018-05-02,2018.00,122.00,0.56,0.68,-11.40,-0.01
2018-05-03,2018.00,123.00,0.56,0.69,33.31,0.04
2018-05-04,2018.00,124.00,0.57,0.70,128.82,0.13
2018-05-05,2018.00,125.00,0.59,0.72,124.24,0.13
2018-05-06,2018.00,126.00,0.60,0.74,119.92,0.13
2018-05-07,2018.00,127.00,0.62,0.76,115.15,0.12
2018-05-08,2018.00,128.00,0.64,0.78,111.82,0.12
2018-05-09,2018.00,129.00,0.68,0.79,115.51,0.12
2018-05-10,2018.00,130.00,0.70,0.82,114.30,0.12
2018-05-11,2018.00,131.00,0.71,0.88,106.92,0.11
2018-05-12,2018.00,132.00,0.71,0.91,101.90,0.11
2018-05-13,2018.00,133.00,0.71,0.92,97.39,0.10
2018-05-14,2018.00,134.00,0.72,0.94,92.25,0.10
2018-05-15,2018.00,135.00,0.72,0.95,86.20,0.09
2018-05-16,2018.00,136.00,0.73,0.96,80.99,0.09
2018-05-17,2018.00,137.00,0.73,0.95,83.05,0.09
2018-05-18,2018.00,138.00,0.74,0.96,81.89,0.09
2018-05-19,2018.00,139.00,0.76,0.97,86.06,0.09
2018-05-20,2018.00,140.00,0.78,0.96,79.84,0.09
2018-05-21,2018.00,141.00,0.79,0.94,72.83,0.08
2018-05-22,2018.00,142.00,0.81,0.92,67.29,0.07
2018-05-23,2018.00,143.00,0.81,0.88,61.96,0.07
2018-05-24,2018.00,144.00,0.82,0.91,68.90,0.07
2018-05-25,2018.00,145.00,0.83,0.96,76.20,0.08
2018-05-26,2018.00,146.00,0.82,0.91,66.74,0.07
2018-05-27,2018.00,147.00,0.81,0.87,59.69,0.07
2018-05-28,2018.00,148.00,0.82,0.87,60.50,0.07
2018-05-29,2018.00,149.00,0.81,0.88,63.32,0.07
2018-05-30,2018.00,150.00,0.83,0.98,89.33,0.09
2018-05-31,2018.00,151.00,0.83,0.98,83.00,0.09
2018-06-01,2018.00,152.00,0.84,0.97,74.95,0.08
2018-06-02,2018.00,153.00,0.83,0.97,90.23,0.10
2018-06-03,2018.00,154.00,0.82,0.98,106.09,0.11
2018-06-04,2018.00,155.00,0.82,0.98,96.31,0.10
2018-06-05,2018.00,156.00,0.83,0.98,87.84,0.09
2018-06-06,2018.00,157.00,0.83,0.98,91.21,0.10
2018-06-07,2018.00,158.00,0.83,0.98,85.19,0.09
2018-06-08,2018.00,159.00,0.84,0.97,78.75,0.08
2018-06-09,2018.00,160.00,0.82,0.97,105.45,0.11
2018-06-10,2018.00,161.00,0.83,0.98,100.21,0.11
2018-06-11,2018.00,162.00,0.83,0.98,93.44,0.10
2018-06-12,2018.00,163.00,0.65,0.96,91.55,0.10
2018-06-13,2018.00,164.00,0.53,0.94,83.89,0.09
2018-06-14,2018.00,165.00,0.53,0.95,76.54,0.08
2018-06-15,2018.00,166.00,0.56,0.94,98.31,0.10
