TIMESTAMP,year,doy,VWC0,VWC20,Watertable,rWatertable
4/23/2017,2017,113,0.89,0.14,15.39,0.08
4/24/2017,2017,114,0.89,0.14,15.75,0.08
4/25/2017,2017,115,0.89,0.14,16.1,0.08
4/26/2017,2017,116,0.89,0.15,19.21,0.08
4/27/2017,2017,117,0.89,0.15,23.5,0.09
4/28/2017,2017,118,0.9,0.15,25.11,0.09
4/29/2017,2017,119,0.9,0.15,24.82,0.09
4/30/2017,2017,120,0.9,0.15,22.44,0.08
5/1/2017,2017,121,0.92,0.15,29.8,0.09
5/2/2017,2017,122,0.94,0.15,36.98,0.1
5/3/2017,2017,123,0.94,0.15,33.61,0.1
5/4/2017,2017,124,0.94,0.15,31.36,0.09
5/5/2017,2017,125,0.94,0.15,28.87,0.09
5/6/2017,2017,126,0.94,0.15,25.95,0.09
5/7/2017,2017,127,0.93,0.15,22.44,0.08
5/8/2017,2017,128,0.92,0.15,20.2,0.08
5/9/2017,2017,129,0.91,0.15,18.04,0.08
5/10/2017,2017,130,0.9,0.15,15.6,0.08
5/11/2017,2017,131,0.89,0.15,13.06,0.08
5/12/2017,2017,132,0.87,0.42,10.79,0.07
5/13/2017,2017,133,0.89,0.88,8,0.07
5/14/2017,2017,134,0.94,0.94,4.88,0.07
5/15/2017,2017,135,0.93,0.94,2.03,0.06
5/16/2017,2017,136,0.93,0.94,4.01,0.07
5/17/2017,2017,137,0.94,0.94,6.18,0.07
5/18/2017,2017,138,0.93,0.94,4.6,0.07
5/19/2017,2017,139,0.91,0.94,1.28,0.06
5/20/2017,2017,140,0.9,0.94,-0.71,0.06
5/21/2017,2017,141,0.93,0.94,9.12,0.07
5/22/2017,2017,142,0.93,0.94,8.98,0.07
5/23/2017,2017,143,0.93,0.94,9.41,0.07
5/24/2017,2017,144,0.93,0.94,9.11,0.07
5/25/2017,2017,145,0.92,0.94,4.9,0.07
5/26/2017,2017,146,0.91,0.94,3.5,0.07
5/27/2017,2017,147,0.9,0.94,0.67,0.06
5/28/2017,2017,148,0.9,0.94,1.25,0.06
5/29/2017,2017,149,0.91,0.94,6.55,0.07
5/30/2017,2017,150,0.9,0.94,4.56,0.07
5/31/2017,2017,151,0.89,0.94,-0.56,0.06
6/1/2017,2017,152,0.87,0.94,-6.94,0.06
6/2/2017,2017,153,0.83,0.93,-12.32,0.05
6/3/2017,2017,154,0.8,0.93,-15.03,0.05
6/4/2017,2017,155,0.75,0.91,-19.74,0.04
6/5/2017,2017,156,0.69,0.89,-26.38,0.04
6/6/2017,2017,157,0.58,0.85,-33.96,0.03
6/7/2017,2017,158,0.48,0.82,-38.49,0.02
6/8/2017,2017,159,0.66,0.88,-24.13,0.04
6/9/2017,2017,160,0.55,0.83,-31.59,0.03
6/10/2017,2017,161,0.45,0.79,-39.44,0.02
6/11/2017,2017,162,0.46,0.78,-39.57,0.02
6/12/2017,2017,163,0.42,0.74,-42.83,0.02
6/13/2017,2017,164,0.56,0.79,-31.11,0.03
6/14/2017,2017,165,0.94,0.94,21.15,0.08
6/15/2017,2017,166,0.94,0.94,16.21,0.08
6/16/2017,2017,167,0.93,0.94,11.2,0.07
6/17/2017,2017,168,0.91,0.94,9.54,0.07
6/18/2017,2017,169,0.9,0.94,6.66,0.07
6/19/2017,2017,170,0.89,0.94,3.99,0.07
6/20/2017,2017,171,0.87,0.94,-2.33,0.06
6/21/2017,2017,172,0.82,0.93,-29.15,0.03
6/22/2017,2017,173,0.85,0.94,-51.71,0.01
6/23/2017,2017,174,0.8,0.93,-61.16,0
6/24/2017,2017,175,0.76,0.92,-65.56,0
6/25/2017,2017,176,0.78,0.93,-61.18,0
6/26/2017,2017,177,0.77,0.92,-63.04,0
6/27/2017,2017,178,0.7,0.9,-72.29,-0.01
6/28/2017,2017,179,0.66,0.87,-76.34,-0.01
6/29/2017,2017,180,0.65,0.87,-76.15,-0.01
6/30/2017,2017,181,0.52,0.82,-85.07,-0.02
7/1/2017,2017,182,0.43,0.76,-91.54,-0.03
7/2/2017,2017,183,0.41,0.69,-98.11,-0.04
7/3/2017,2017,184,0.4,0.62,-105.83,-0.04
7/4/2017,2017,185,0.39,0.57,-112.63,-0.05
7/5/2017,2017,186,0.38,0.53,-119.79,-0.06
7/6/2017,2017,187,0.38,0.55,-109.95,-0.05
7/7/2017,2017,188,0.38,0.52,-119.1,-0.06
7/8/2017,2017,189,0.37,0.5,-128.72,-0.07
7/9/2017,2017,190,0.37,0.48,-136.14,-0.07
7/10/2017,2017,191,0.36,0.47,-143.9,-0.08
7/11/2017,2017,192,0.36,0.46,-149.79,-0.09
7/12/2017,2017,193,0.35,0.46,-150.44,-0.09
7/13/2017,2017,194,0.35,0.46,-149.87,-0.09
7/14/2017,2017,195,0.35,0.45,-156.94,-0.09
7/15/2017,2017,196,0.35,0.44,-164.89,-0.1
7/16/2017,2017,197,0.34,0.43,-172.72,-0.11
7/17/2017,2017,198,0.34,0.42,-177.03,-0.11
7/18/2017,2017,199,0.34,0.42,-171.9,-0.11
7/19/2017,2017,200,0.33,0.42,-182.34,-0.12
7/20/2017,2017,201,0.33,0.41,-191,-0.13
7/21/2017,2017,202,0.33,0.42,-173.92,-0.11
7/22/2017,2017,203,0.35,0.46,-120.38,-0.06
7/23/2017,2017,204,0.35,0.44,-133.3,-0.07
7/24/2017,2017,205,0.34,0.44,-143.37,-0.08
7/25/2017,2017,206,0.34,0.43,-151.07,-0.09
7/26/2017,2017,207,0.33,0.42,-159.25,-0.1
7/27/2017,2017,208,0.33,0.42,-171.2,-0.11
7/28/2017,2017,209,0.33,0.41,-183.63,-0.12
7/29/2017,2017,210,0.32,0.41,-195.33,-0.13
7/30/2017,2017,211,0.32,0.4,-205.64,-0.14
7/31/2017,2017,212,0.31,0.39,-215.99,-0.15
8/1/2017,2017,213,0.31,0.39,-227.06,-0.16
8/2/2017,2017,214,0.3,0.38,-239.7,-0.18
8/3/2017,2017,215,0.3,0.38,-243.91,-0.18
8/4/2017,2017,216,0.3,0.38,-238.64,-0.18
8/5/2017,2017,217,0.3,0.38,-235.69,-0.17
8/6/2017,2017,218,0.3,0.38,-238.24,-0.18
8/7/2017,2017,219,0.29,0.37,-257.33,-0.19
8/8/2017,2017,220,0.29,0.37,-266.84,-0.2
8/9/2017,2017,221,0.29,0.36,-275.54,-0.21
8/10/2017,2017,222,0.29,0.36,-280.42,-0.22
8/11/2017,2017,223,0.28,0.36,-293.26,-0.23
8/12/2017,2017,224,0.28,0.36,-306.83,-0.24
8/13/2017,2017,225,0.28,0.35,-316.65,-0.25
8/14/2017,2017,226,0.28,0.35,-322.26,-0.26
8/15/2017,2017,227,0.27,0.35,-332.97,-0.27
8/16/2017,2017,228,0.27,0.35,-337.88,-0.28
8/17/2017,2017,229,0.29,0.37,-234.34,-0.17
8/18/2017,2017,230,0.28,0.36,-216.51,-0.15
8/19/2017,2017,231,0.28,0.36,-230.08,-0.17
8/20/2017,2017,232,0.28,0.35,-244.17,-0.18
8/21/2017,2017,233,0.27,0.35,-253.16,-0.19
8/22/2017,2017,234,0.27,0.35,-260.48,-0.2
8/23/2017,2017,235,0.27,0.35,-270.9,-0.21
8/24/2017,2017,236,0.27,0.35,-271.68,-0.21
8/25/2017,2017,237,0.27,0.35,-289.35,-0.23
8/26/2017,2017,238,0.27,0.35,-273.61,-0.21
8/27/2017,2017,239,0.27,0.35,-233.25,-0.17
8/28/2017,2017,240,0.27,0.35,-234.83,-0.17
8/29/2017,2017,241,0.27,0.35,-245.17,-0.18
8/30/2017,2017,242,0.27,0.35,-258.04,-0.2
8/31/2017,2017,243,0.27,0.34,-272.37,-0.21
9/1/2017,2017,244,0.27,0.34,-282.52,-0.22
9/2/2017,2017,245,0.27,0.35,-251.25,-0.19
9/3/2017,2017,246,0.27,0.34,-257.79,-0.2
9/4/2017,2017,247,0.26,0.34,-266.2,-0.2
9/5/2017,2017,248,0.27,0.35,-264.56,-0.2
9/6/2017,2017,249,0.26,0.34,-280.1,-0.22
9/7/2017,2017,250,0.26,0.34,-294.01,-0.23
9/8/2017,2017,251,0.26,0.34,-307.74,-0.25
9/9/2017,2017,252,0.26,0.34,-320.2,-0.26
9/10/2017,2017,253,0.26,0.33,-331.18,-0.27
9/11/2017,2017,254,0.25,0.33,-342.24,-0.28
9/12/2017,2017,255,0.25,0.33,-348.43,-0.29
9/13/2017,2017,256,0.25,0.32,-355.78,-0.29
9/14/2017,2017,257,0.25,0.33,-352.51,-0.29
9/15/2017,2017,258,0.27,0.34,-266.52,-0.2
9/16/2017,2017,259,0.28,0.35,-199.34,-0.14
9/17/2017,2017,260,0.27,0.35,-201.15,-0.14
9/18/2017,2017,261,0.27,0.35,-208.43,-0.15
9/19/2017,2017,262,0.27,0.35,-213,-0.15
9/20/2017,2017,263,0.27,0.35,-183.03,-0.12
9/21/2017,2017,264,0.27,0.35,-186.73,-0.12
9/22/2017,2017,265,0.27,0.35,-187.75,-0.13
9/23/2017,2017,266,0.27,0.35,-186.59,-0.12
9/24/2017,2017,267,0.3,0.38,-137.69,-0.08
9/25/2017,2017,268,0.3,0.38,-127.22,-0.06
9/26/2017,2017,269,0.3,0.41,-108.5,-0.05
9/27/2017,2017,270,0.3,0.43,-103.78,-0.04
9/28/2017,2017,271,0.3,0.42,-111.36,-0.05
9/29/2017,2017,272,0.3,0.42,-118.55,-0.06
9/30/2017,2017,273,0.29,0.41,-125.64,-0.06
10/1/2017,2017,274,0.29,0.41,-122.31,-0.06
10/2/2017,2017,275,0.3,0.42,-106.7,-0.04
10/3/2017,2017,276,0.3,0.47,-89.61,-0.03
10/4/2017,2017,277,0.3,0.49,-91.63,-0.03
10/5/2017,2017,278,0.3,0.47,-103.33,-0.04
10/6/2017,2017,279,0.3,0.44,-110.81,-0.05
10/7/2017,2017,280,0.3,0.44,-115.09,-0.05
10/8/2017,2017,281,0.3,0.42,-122.3,-0.06
10/9/2017,2017,282,0.29,0.41,-129.7,-0.07
10/10/2017,2017,283,0.29,0.41,-135.17,-0.07
10/11/2017,2017,284,0.29,0.4,-139.66,-0.08
10/12/2017,2017,285,0.29,0.4,-144.11,-0.08
10/13/2017,2017,286,0.29,0.4,-149.56,-0.09
10/14/2017,2017,287,0.29,0.4,-152.69,-0.09
10/15/2017,2017,288,0.29,0.4,-147.85,-0.09
10/16/2017,2017,289,0.3,0.4,-151.78,-0.09
10/17/2017,2017,290,0.29,0.39,-154.89,-0.09
10/18/2017,2017,291,0.29,0.39,-158.87,-0.1
10/19/2017,2017,292,0.29,0.38,-165.79,-0.1
10/20/2017,2017,293,0.28,0.38,-169.09,-0.11
10/21/2017,2017,294,0.28,0.38,-164.04,-0.1
10/22/2017,2017,295,0.29,0.39,-137.03,-0.07
10/23/2017,2017,296,0.29,0.39,-142.16,-0.08
10/24/2017,2017,297,0.29,0.39,-147.21,-0.08
10/25/2017,2017,298,0.29,0.38,-150.65,-0.09
10/26/2017,2017,299,0.28,0.38,-150.65,-0.09
10/27/2017,2017,300,0.29,0.4,-133.61,-0.07
10/28/2017,2017,301,0.29,0.4,-134.39,-0.07
10/29/2017,2017,302,0.29,0.39,-134.94,-0.07
10/30/2017,2017,303,0.29,0.39,-132.06,-0.07
10/31/2017,2017,304,0.29,0.4,-136.15,-0.07
11/1/2017,2017,305,0.29,0.39,-136.88,-0.07
11/2/2017,2017,306,0.29,0.4,-131.62,-0.07
11/3/2017,2017,307,0.29,0.39,-134.28,-0.07
11/4/2017,2017,308,0.29,0.4,-131.12,-0.07
11/5/2017,2017,309,0.29,0.4,-122.64,-0.06
11/6/2017,2017,310,0.29,0.4,-128.67,-0.07
11/7/2017,2017,311,0.29,0.4,-133.23,-0.07
11/8/2017,2017,312,0.29,0.39,-134.8,-0.07
11/9/2017,2017,313,0.29,0.39,-139.17,-0.08
11/10/2017,2017,314,0.29,0.39,-145.29,-0.08
11/11/2017,2017,315,0.29,0.4,-144.05,-0.08
11/12/2017,2017,316,0.29,0.4,-144.14,-0.08
11/13/2017,2017,317,0.29,0.39,-144.35,-0.08
11/14/2017,2017,318,0.29,0.39,-142.07,-0.08
11/15/2017,2017,319,0.29,0.39,-137.89,-0.08
11/16/2017,2017,320,0.29,0.39,-140.65,-0.08
11/17/2017,2017,321,0.29,0.39,-138.81,-0.08
11/18/2017,2017,322,0.29,0.39,-141.43,-0.08
11/19/2017,2017,323,0.29,0.39,-145.45,-0.08
11/20/2017,2017,324,0.29,0.39,-145.01,-0.08
11/21/2017,2017,325,0.29,0.39,-150.12,-0.09
11/22/2017,2017,326,0.29,0.39,-152.37,-0.09
11/23/2017,2017,327,0.29,0.39,-151.69,-0.09
11/24/2017,2017,328,0.29,0.39,-148.85,-0.09
11/25/2017,2017,329,0.29,0.39,-149.62,-0.09
11/26/2017,2017,330,0.29,0.39,-151.7,-0.09
11/27/2017,2017,331,0.29,0.39,-151.03,-0.09
11/28/2017,2017,332,0.29,0.39,-151.9,-0.09
11/29/2017,2017,333,0.29,0.39,-156.53,-0.09
11/30/2017,2017,334,0.29,0.39,-156.82,-0.09
12/1/2017,2017,335,0.29,0.4,-158.95,-0.1
12/2/2017,2017,336,0.29,0.4,-160.74,-0.1
12/3/2017,2017,337,0.29,0.39,-162.99,-0.1
12/4/2017,2017,338,0.29,0.39,-153.42,-0.09
12/5/2017,2017,339,0.29,0.42,-139.82,-0.08
12/6/2017,2017,340,0.29,0.47,-147.79,-0.09
12/7/2017,2017,341,0.29,0.45,-151.78,-0.09
12/8/2017,2017,342,0.29,0.45,-151.65,-0.09
12/9/2017,2017,343,0.29,0.44,-153.42,-0.09
12/10/2017,2017,344,0.29,0.44,-154.69,-0.09
12/11/2017,2017,345,0.29,0.44,-155.42,-0.09
12/12/2017,2017,346,0.29,0.43,-159.37,-0.1
12/13/2017,2017,347,0.29,0.44,-159.33,-0.1
12/14/2017,2017,348,0.29,0.44,-161.33,-0.1
12/15/2017,2017,349,0.29,0.43,-162.86,-0.1
12/16/2017,2017,350,0.28,0.43,-164.43,-0.1
12/17/2017,2017,351,0.28,0.44,-165.95,-0.1
12/18/2017,2017,352,0.29,0.44,-164.75,-0.1
12/19/2017,2017,353,0.29,0.44,-164.08,-0.1
12/20/2017,2017,354,0.29,0.43,-168.25,-0.11
12/21/2017,2017,355,0.28,0.41,-170.8,-0.11
12/22/2017,2017,356,0.26,0.4,-173.92,-0.11
12/23/2017,2017,357,0.22,0.41,-175.75,-0.11
12/24/2017,2017,358,0.21,0.4,-177.75,-0.12
12/25/2017,2017,359,0.2,0.37,-181.88,-0.12
12/26/2017,2017,360,0.19,0.35,-188.09,-0.13
12/27/2017,2017,361,0.18,0.35,-191.52,-0.13
12/28/2017,2017,362,0.13,0.35,-192.57,-0.13
12/29/2017,2017,363,0.09,0.34,-196.2,-0.13
12/30/2017,2017,364,0.09,0.29,-199.75,-0.14
12/31/2017,2017,365,0.09,0.23,-203.92,-0.14
1/1/2018,2018,1,0.09,0.21,-205.98,-0.14
1/2/2018,2018,2,0.09,0.21,-205.62,-0.14
1/3/2018,2018,3,0.09,0.21,-208.64,-0.15
1/4/2018,2018,4,0.08,0.21,-212.35,-0.15
1/5/2018,2018,5,0.08,0.21,-214.93,-0.15
1/6/2018,2018,6,0.07,0.21,-217.79,-0.16
1/7/2018,2018,7,0.08,0.21,-219.1,-0.16
1/8/2018,2018,8,0.09,0.21,-222.83,-0.16
1/9/2018,2018,9,0.09,0.21,-224.61,-0.16
1/10/2018,2018,10,0.09,0.22,-223.56,-0.16
1/11/2018,2018,11,0.09,0.22,-224.68,-0.16
1/12/2018,2018,12,0.09,0.21,-232.75,-0.17
1/13/2018,2018,13,0.08,0.21,-237.91,-0.18
1/14/2018,2018,14,0.07,0.2,-237.73,-0.18
1/15/2018,2018,15,0.08,0.2,-246.3,-0.18
1/16/2018,2018,16,0.08,0.2,-253,-0.19
1/17/2018,2018,17,0.08,0.21,-251.76,-0.19
1/18/2018,2018,18,0.08,0.21,-251.92,-0.19
1/19/2018,2018,19,0.09,0.22,-249.95,-0.19
1/20/2018,2018,20,0.09,0.22,-249.94,-0.19
1/21/2018,2018,21,0.1,0.22,-251.25,-0.19
1/22/2018,2018,22,0.1,0.22,-251.7,-0.19
1/23/2018,2018,23,0.1,0.22,-251.8,-0.19
1/24/2018,2018,24,0.1,0.22,-252.31,-0.19
1/25/2018,2018,25,0.1,0.22,-252.51,-0.19
1/26/2018,2018,26,0.1,0.22,-249.57,-0.19
1/27/2018,2018,27,0.1,0.22,-249.74,-0.19
1/28/2018,2018,28,0.09,0.22,-254.2,-0.19
1/29/2018,2018,29,0.09,0.21,-257.33,-0.2
1/30/2018,2018,30,0.08,0.21,-258.17,-0.2
1/31/2018,2018,31,0.08,0.21,-259.6,-0.2
2/1/2018,2018,32,0.08,0.21,-271.57,-0.21
2/2/2018,2018,33,0.07,0.2,-276.87,-0.21
2/3/2018,2018,34,0.08,0.2,-279.28,-0.22
2/4/2018,2018,35,0.07,0.2,-285.14,-0.22
2/5/2018,2018,36,0.07,0.19,-290.8,-0.23
2/6/2018,2018,37,0.07,0.19,-301.65,-0.24
2/7/2018,2018,38,0.08,0.18,-308.64,-0.25
2/8/2018,2018,39,0.07,0.18,-315.68,-0.25
2/9/2018,2018,40,0.07,0.16,-320.8,-0.26
2/10/2018,2018,41,0.07,0.15,-325.34,-0.26
2/11/2018,2018,42,0.07,0.14,-332.56,-0.27
2/12/2018,2018,43,0.07,0.14,-341.12,-0.28
2/13/2018,2018,44,0.08,0.13,-341.32,-0.28
2/14/2018,2018,45,0.08,0.13,-343.61,-0.28
2/15/2018,2018,46,0.08,0.14,-349.26,-0.29
2/16/2018,2018,47,0.08,0.14,-352.38,-0.29
2/17/2018,2018,48,0.08,0.14,-351.61,-0.29
2/18/2018,2018,49,0.08,0.14,-354.67,-0.29
2/19/2018,2018,50,0.08,0.14,-359.85,-0.3
2/20/2018,2018,51,0.08,0.14,-360.69,-0.3
2/21/2018,2018,52,0.08,0.14,-366.58,-0.3
2/22/2018,2018,53,0.08,0.13,,
2/23/2018,2018,54,0.08,0.13,,
2/24/2018,2018,55,0.08,0.14,-363.72,-0.3
2/25/2018,2018,56,0.08,0.14,-361.19,-0.3
2/26/2018,2018,57,0.08,0.15,-363.5,-0.3
2/27/2018,2018,58,0.09,0.18,-360.85,-0.3
2/28/2018,2018,59,0.09,0.19,-357.8,-0.3
3/1/2018,2018,60,0.09,0.19,-356.88,-0.29
3/2/2018,2018,61,0.09,0.18,-356.99,-0.29
3/3/2018,2018,62,0.09,0.19,-356.42,-0.29
3/4/2018,2018,63,0.09,0.19,-350.07,-0.29
3/5/2018,2018,64,0.09,0.2,-343.3,-0.28
3/6/2018,2018,65,0.09,0.2,-341.67,-0.28
3/7/2018,2018,66,0.1,0.19,-341.76,-0.28
3/8/2018,2018,67,0.1,0.19,-341.71,-0.28
3/9/2018,2018,68,0.1,0.19,-341.6,-0.28
3/10/2018,2018,69,0.1,0.19,-341.5,-0.28
3/11/2018,2018,70,0.1,0.19,-341.51,-0.28
3/12/2018,2018,71,0.1,0.19,-341.3,-0.28
3/13/2018,2018,72,0.1,0.19,-341.24,-0.28
3/14/2018,2018,73,0.1,0.2,-339.55,-0.28
3/15/2018,2018,74,0.1,0.2,-337.94,-0.28
3/16/2018,2018,75,0.1,0.19,-338.06,-0.28
3/17/2018,2018,76,0.1,0.2,-337.65,-0.28
3/18/2018,2018,77,0.1,0.2,-336.24,-0.27
3/19/2018,2018,78,0.1,0.2,-334.65,-0.27
3/20/2018,2018,79,0.1,0.2,-333.5,-0.27
3/21/2018,2018,80,0.1,0.2,-332.81,-0.27
3/22/2018,2018,81,0.1,0.2,-332.56,-0.27
3/23/2018,2018,82,0.1,0.21,-332.39,-0.27
3/24/2018,2018,83,0.11,0.21,-331.1,-0.27
3/25/2018,2018,84,0.11,0.21,-329.25,-0.27
3/26/2018,2018,85,0.11,0.22,-310.81,-0.25
3/27/2018,2018,86,0.12,0.24,-285.19,-0.22
3/28/2018,2018,87,0.13,0.25,-275.21,-0.21
3/29/2018,2018,88,0.13,0.25,-268.9,-0.21
3/30/2018,2018,89,0.13,0.25,-269.21,-0.21
3/31/2018,2018,90,0.13,0.25,-269.52,-0.21
4/1/2018,2018,91,0.13,0.25,-279.08,-0.22
4/2/2018,2018,92,0.13,0.25,-279.65,-0.22
4/3/2018,2018,93,0.13,0.25,-281.74,-0.22
4/4/2018,2018,94,0.12,0.25,-284.96,-0.22
4/5/2018,2018,95,0.12,0.25,-285.75,-0.22
4/6/2018,2018,96,0.12,0.25,-286.91,-0.22
4/7/2018,2018,97,0.12,0.25,-290.35,-0.23
4/8/2018,2018,98,0.12,0.25,-292.33,-0.23
4/9/2018,2018,99,0.12,0.25,-294.94,-0.23
4/10/2018,2018,100,0.12,0.26,-295.39,-0.23
4/11/2018,2018,101,0.12,0.26,-291.95,-0.23
4/12/2018,2018,102,0.13,0.27,-282.86,-0.22
4/13/2018,2018,103,0.13,0.27,-273.25,-0.21
4/14/2018,2018,104,0.13,0.27,-273.1,-0.21
4/15/2018,2018,105,0.13,0.27,-274.56,-0.21
4/16/2018,2018,106,0.13,0.27,-273.19,-0.21
4/17/2018,2018,107,0.13,0.28,-271.84,-0.21
4/18/2018,2018,108,0.13,0.28,-269.19,-0.21
4/19/2018,2018,109,0.14,0.28,-266.55,-0.2
4/20/2018,2018,110,0.14,0.29,-253.82,-0.19
4/21/2018,2018,111,0.15,0.29,-236.06,-0.17
4/22/2018,2018,112,0.16,0.29,-218.87,-0.16
4/23/2018,2018,113,0.17,0.3,-181.92,-0.12
4/24/2018,2018,114,0.18,0.32,-148.48,-0.09
4/25/2018,2018,115,0.19,0.34,-139.05,-0.08
4/26/2018,2018,116,0.2,0.35,-123.56,-0.06
4/27/2018,2018,117,0.23,0.49,-83.74,-0.02
4/28/2018,2018,118,0.43,0.71,-57.87,0
4/29/2018,2018,119,0.59,0.86,-43.04,0.02
4/30/2018,2018,120,0.68,0.91,-31.07,0.03
5/1/2018,2018,121,0.77,0.92,-21.73,0.04
5/2/2018,2018,122,0.82,0.92,-19.1,0.04
5/3/2018,2018,123,0.85,0.92,-17.3,0.05
5/4/2018,2018,124,0.87,0.92,-16.99,0.05
5/5/2018,2018,125,0.87,0.92,-17.72,0.04
5/6/2018,2018,126,0.87,0.93,-18.01,0.04
5/7/2018,2018,127,0.87,0.93,-18.2,0.04
5/8/2018,2018,128,0.87,0.93,-17.8,0.04
5/9/2018,2018,129,0.88,0.93,-13.15,0.05
5/10/2018,2018,130,0.9,0.93,-12.6,0.05
5/11/2018,2018,131,0.85,0.9,-14.32,0.05
5/12/2018,2018,132,0.83,0.9,-15.88,0.05
5/13/2018,2018,133,0.82,0.9,-17.4,0.04
5/14/2018,2018,134,0.82,0.9,-20.31,0.04
5/15/2018,2018,135,0.8,0.9,-24.88,0.04
5/16/2018,2018,136,0.8,0.9,-26.92,0.04
5/17/2018,2018,137,0.8,0.9,-24.78,0.04
5/18/2018,2018,138,0.79,0.9,-25.39,0.04
5/19/2018,2018,139,0.81,0.9,-21.84,0.04
5/20/2018,2018,140,0.8,0.9,-23.33,0.04
5/21/2018,2018,141,0.79,0.9,-26.52,0.04
5/22/2018,2018,142,0.79,0.9,-29.79,0.03
5/23/2018,2018,143,0.78,0.89,-32.87,0.03
5/24/2018,2018,144,0.79,0.9,-29.55,0.03
5/25/2018,2018,145,0.8,0.91,-24.42,0.04
5/26/2018,2018,146,0.79,0.9,-26.91,0.04
5/27/2018,2018,147,0.78,0.9,-31.01,0.03
5/28/2018,2018,148,0.78,0.9,-31.96,0.03
5/29/2018,2018,149,0.78,0.9,-27.94,0.03
5/30/2018,2018,150,0.86,0.91,-3.1,0.06
5/31/2018,2018,151,0.86,0.91,-5.7,0.06
6/1/2018,2018,152,0.85,0.91,-10.8,0.05
6/2/2018,2018,153,0.88,0.91,-1.49,0.06
6/3/2018,2018,154,0.92,0.91,14.3,0.08
6/4/2018,2018,155,0.92,0.91,13.93,0.08
6/5/2018,2018,156,0.92,0.91,11.46,0.07
6/6/2018,2018,157,0.92,0.91,13.68,0.08
6/7/2018,2018,158,0.92,0.91,11.91,0.07
6/8/2018,2018,159,0.91,0.91,5.77,0.07
6/9/2018,2018,160,0.92,0.91,20.85,0.08
6/10/2018,2018,161,0.93,0.91,23.16,0.09
6/11/2018,2018,162,0.93,0.91,22.44,0.08
6/12/2018,2018,163,0.77,0.91,21.68,0.08
6/13/2018,2018,164,0.53,0.92,17.79,0.08
6/14/2018,2018,165,0.53,0.92,11.75,0.07
6/15/2018,2018,166,0.56,0.92,25.37,0.09
6/16/2018,2018,167,0.57,0.92,35.22,0.1
6/17/2018,2018,168,0.57,0.92,46.19,0.11
6/18/2018,2018,169,0.57,0.92,42.75,0.11
6/19/2018,2018,170,0.56,0.92,37.85,0.1
6/20/2018,2018,171,0.56,0.92,31.61,0.09
6/21/2018,2018,172,0.56,0.92,27.01,0.09
6/22/2018,2018,173,0.56,0.92,29.52,0.09
6/23/2018,2018,174,0.56,0.92,24.7,0.09
6/24/2018,2018,175,0.55,0.92,17.47,0.08
6/25/2018,2018,176,0.55,0.92,14.61,0.08
6/26/2018,2018,177,0.55,0.92,12.69,0.08
6/27/2018,2018,178,0.55,0.92,14.66,0.08
6/28/2018,2018,179,0.55,0.92,10.32,0.07
6/29/2018,2018,180,0.56,0.92,22.65,0.08
6/30/2018,2018,181,0.56,0.92,27.21,0.09
7/1/2018,2018,182,0.56,0.92,28.79,0.09
7/2/2018,2018,183,0.57,0.92,35.07,0.1
7/3/2018,2018,184,0.61,0.92,60.79,0.12
7/4/2018,2018,185,0.6,0.92,64.21,0.13
7/5/2018,2018,186,0.6,0.92,68.98,0.13
7/6/2018,2018,187,0.6,0.91,66.44,0.13
7/7/2018,2018,188,0.6,0.92,63.24,0.13
7/8/2018,2018,189,0.6,0.92,63.46,0.13
7/9/2018,2018,190,0.6,0.92,63.79,0.13
7/10/2018,2018,191,0.59,0.91,60.46,0.12
7/11/2018,2018,192,0.59,0.91,60.91,0.12
7/12/2018,2018,193,0.59,0.92,60.66,0.12
7/13/2018,2018,194,0.59,0.92,56.17,0.12
7/14/2018,2018,195,0.58,0.92,50.54,0.11
7/15/2018,2018,196,0.58,0.91,46.14,0.11
7/16/2018,2018,197,0.58,0.91,44.02,0.11
7/17/2018,2018,198,0.57,0.91,41.89,0.1
7/18/2018,2018,199,0.57,0.92,38.79,0.1
7/19/2018,2018,200,0.57,0.92,35.28,0.1
7/20/2018,2018,201,0.57,0.92,32.81,0.1
7/21/2018,2018,202,0.57,0.92,34.95,0.1
7/22/2018,2018,203,0.57,0.92,33.97,0.1
7/23/2018,2018,204,0.57,0.92,30.69,0.09
7/24/2018,2018,205,0.57,0.92,24.69,0.09
7/25/2018,2018,206,0.57,0.92,19.98,0.08
7/26/2018,2018,207,0.56,0.92,16.97,0.08
7/27/2018,2018,208,0.56,0.92,13.57,0.08
7/28/2018,2018,209,0.56,0.92,9.1,0.07
7/29/2018,2018,210,0.56,0.92,4.77,0.07
7/30/2018,2018,211,0.56,0.92,0.42,0.06
7/31/2018,2018,212,0.56,0.92,-4.23,0.06
8/1/2018,2018,213,0.55,0.92,-8.21,0.05
8/2/2018,2018,214,0.55,0.92,-11.61,0.05
8/3/2018,2018,215,0.55,0.92,-13.08,0.05
8/4/2018,2018,216,0.55,0.92,-13.57,0.05
8/5/2018,2018,217,0.55,0.92,-18.5,0.04
8/6/2018,2018,218,0.55,0.92,-24.82,0.04
8/7/2018,2018,219,0.55,0.92,-30.07,0.03
8/8/2018,2018,220,0.54,0.93,-34.11,0.03
8/9/2018,2018,221,0.54,0.93,-40.46,0.02
8/10/2018,2018,222,0.54,0.93,-46.74,0.02
